"G_Pilot_True",71,86
"G_Pilot_False",78,308
"G_Not_Sure",2963,6494
"CP_Pilot_True",129,147
"CP_Pilot_False",114,597
"CP_Not_Sure",2869,6144
"design",26,0.12
"G_Pilot_True",178,80
"G_Pilot_False",91,176
"G_Not_Sure",5164,4311
"CP_Pilot_True",359,161
"CP_Pilot_False",168,354
"CP_Not_Sure",4906,4052
"design",30,0.12
"G_Pilot_True",312,85
"G_Pilot_False",70,161
"G_Not_Sure",6312,3060
"CP_Pilot_True",626,190
"CP_Pilot_False",141,326
"CP_Not_Sure",5927,2790
"design",34,0.12
"G_Pilot_True",320,58
"G_Pilot_False",127,143
"G_Not_Sure",6770,2582
"CP_Pilot_True",635,135
"CP_Pilot_False",233,299
"CP_Not_Sure",6349,2349
"design",38,0.12
"G_Pilot_True",550,56
"G_Pilot_False",117,140
"G_Not_Sure",7539,1598
"CP_Pilot_True",992,120
"CP_Pilot_False",300,269
"CP_Not_Sure",6914,1405
"design",46,0.12
"G_Pilot_True",90,49
"G_Pilot_False",88,216
"G_Not_Sure",5290,4267
"CP_Pilot_True",272,133
"CP_Pilot_False",144,374
"CP_Not_Sure",5052,4025
"design",38,0.16
"G_Pilot_True",152,52
"G_Pilot_False",97,180
"G_Not_Sure",6175,3344
"CP_Pilot_True",423,171
"CP_Pilot_False",161,314
"CP_Not_Sure",5840,3091
"design",42,0.16
"G_Pilot_True",272,47
"G_Pilot_False",96,108
"G_Not_Sure",7031,2446
"CP_Pilot_True",728,133
"CP_Pilot_False",192,234
"CP_Not_Sure",6479,2234
"design",50,0.16
"G_Pilot_True",450,62
"G_Pilot_False",104,98
"G_Not_Sure",7426,1860
"CP_Pilot_True",1042,135
"CP_Pilot_False",201,216
"CP_Not_Sure",6737,1669
"design",54,0.16
"G_Pilot_True",681,44
"G_Pilot_False",104,88
"G_Not_Sure",7939,1144
"CP_Pilot_True",1321,87
"CP_Pilot_False",282,200
"CP_Not_Sure",7121,989
"design",66,0.16
"G_Pilot_True",73,23
"G_Pilot_False",84,209
"G_Not_Sure",5174,4437
"CP_Pilot_True",243,116
"CP_Pilot_False",144,368
"CP_Not_Sure",4944,4185
"design",44,0.2
"G_Pilot_True",102,26
"G_Pilot_False",88,185
"G_Not_Sure",6091,3508
"CP_Pilot_True",377,144
"CP_Pilot_False",175,307
"CP_Not_Sure",5729,3268
"design",50,0.2
"G_Pilot_True",177,37
"G_Pilot_False",107,126
"G_Not_Sure",6830,2723
"CP_Pilot_True",542,115
"CP_Pilot_False",217,278
"CP_Not_Sure",6355,2493
"design",58,0.2
"G_Pilot_True",255,45
"G_Pilot_False",99,111
"G_Not_Sure",7417,2073
"CP_Pilot_True",768,129
"CP_Pilot_False",216,221
"CP_Not_Sure",6787,1879
"design",64,0.2
"G_Pilot_True",611,43
"G_Pilot_False",103,99
"G_Not_Sure",7879,1265
"CP_Pilot_True",1335,98
"CP_Pilot_False",280,177
"CP_Not_Sure",6978,1132
"design",78,0.2
"G_Pilot_True",66,24
"G_Pilot_False",95,218
"G_Not_Sure",5654,3943
"CP_Pilot_True",312,129
"CP_Pilot_False",133,326
"CP_Not_Sure",5370,3730
"design",54,0.24
"G_Pilot_True",87,34
"G_Pilot_False",104,178
"G_Not_Sure",6313,3284
"CP_Pilot_True",415,165
"CP_Pilot_False",158,272
"CP_Not_Sure",5931,3059
"design",60,0.24
"G_Pilot_True",150,34
"G_Pilot_False",94,145
"G_Not_Sure",7173,2404
"CP_Pilot_True",645,155
"CP_Pilot_False",174,239
"CP_Not_Sure",6598,2189
"design",70,0.24
"G_Pilot_True",221,37
"G_Pilot_False",101,111
"G_Not_Sure",7415,2115
"CP_Pilot_True",811,127
"CP_Pilot_False",193,247
"CP_Not_Sure",6733,1889
"design",76,0.24
"G_Pilot_True",700,46
"G_Pilot_False",103,74
"G_Not_Sure",7869,1208
"CP_Pilot_True",1586,114
"CP_Pilot_False",238,173
"CP_Not_Sure",6848,1041
"design",94,0.24
"G_Pilot_True",47,22
"G_Pilot_False",94,192
"G_Not_Sure",5585,4060
"CP_Pilot_True",314,124
"CP_Pilot_False",133,315
"CP_Not_Sure",5279,3835
"design",62,0.28
"G_Pilot_True",78,18
"G_Pilot_False",88,186
"G_Not_Sure",6392,3238
"CP_Pilot_True",370,118
"CP_Pilot_False",153,307
"CP_Not_Sure",6035,3017
"design",70,0.28
"G_Pilot_True",150,27
"G_Pilot_False",74,128
"G_Not_Sure",7242,2379
"CP_Pilot_True",669,146
"CP_Pilot_False",171,242
"CP_Not_Sure",6626,2146
"design",82,0.28
"G_Pilot_True",216,37
"G_Pilot_False",99,124
"G_Not_Sure",7516,2008
"CP_Pilot_True",880,133
"CP_Pilot_False",206,223
"CP_Not_Sure",6745,1813
"design",90,0.28
"G_Pilot_True",656,29
"G_Pilot_False",109,86
"G_Not_Sure",7892,1228
"CP_Pilot_True",1604,107
"CP_Pilot_False",275,181
"CP_Not_Sure",6778,1055
"design",110,0.28
"G_Pilot_True",83,24
"G_Pilot_False",112,145
"G_Not_Sure",7219,2417
"CP_Pilot_True",532,126
"CP_Pilot_False",235,250
"CP_Not_Sure",6647,2210
"design",92,0.32
"G_Pilot_True",249,22
"G_Pilot_False",87,152
"G_Not_Sure",7534,1956
"CP_Pilot_True",956,144
"CP_Pilot_False",192,256
"CP_Not_Sure",6722,1730
"design",102,0.32
"G_Pilot_True",512,50
"G_Pilot_False",107,76
"G_Not_Sure",7914,1341
"CP_Pilot_True",1507,150
"CP_Pilot_False",255,190
"CP_Not_Sure",6771,1127
"design",122,0.32
"G_Pilot_True",722,48
"G_Pilot_False",97,76
"G_Not_Sure",8020,1037
"CP_Pilot_True",1667,100
"CP_Pilot_False",309,163
"CP_Not_Sure",6863,898
"design",132,0.32
"G_Pilot_True",1833,50
"G_Pilot_False",122,47
"G_Not_Sure",7443,505
"CP_Pilot_True",2362,67
"CP_Pilot_False",363,108
"CP_Not_Sure",6673,427
"design",162,0.32
"G_Pilot_True",32,18
"G_Pilot_False",88,168
"G_Not_Sure",6635,3059
"CP_Pilot_True",379,104
"CP_Pilot_False",182,276
"CP_Not_Sure",6194,2865
"design",92,0.36
"G_Pilot_True",98,23
"G_Pilot_False",109,137
"G_Not_Sure",7123,2510
"CP_Pilot_True",627,157
"CP_Pilot_False",188,222
"CP_Not_Sure",6515,2291
"design",102,0.36
"G_Pilot_True",272,28
"G_Pilot_False",102,133
"G_Not_Sure",7784,1681
"CP_Pilot_True",1187,140
"CP_Pilot_False",234,248
"CP_Not_Sure",6737,1454
"design",122,0.36
"G_Pilot_True",370,38
"G_Pilot_False",97,97
"G_Not_Sure",7949,1449
"CP_Pilot_True",1308,133
"CP_Pilot_False",252,201
"CP_Not_Sure",6856,1250
"design",132,0.36
"G_Pilot_True",1160,48
"G_Pilot_False",103,78
"G_Not_Sure",7822,789
"CP_Pilot_True",2049,84
"CP_Pilot_False",302,163
"CP_Not_Sure",6734,668
"design",162,0.36
"G_Pilot_True",26,5
"G_Pilot_False",87,184
"G_Not_Sure",6019,3679
"CP_Pilot_True",219,109
"CP_Pilot_False",126,286
"CP_Not_Sure",5787,3473
"design",92,0.4
"G_Pilot_True",29,17
"G_Pilot_False",101,189
"G_Not_Sure",6674,2990
"CP_Pilot_True",399,129
"CP_Pilot_False",168,296
"CP_Not_Sure",6237,2771
"design",102,0.4
"G_Pilot_True",134,21
"G_Pilot_False",97,145
"G_Not_Sure",7499,2104
"CP_Pilot_True",842,143
"CP_Pilot_False",192,235
"CP_Not_Sure",6696,1892
"design",122,0.4
"G_Pilot_True",189,16
"G_Pilot_False",91,134
"G_Not_Sure",7775,1795
"CP_Pilot_True",990,130
"CP_Pilot_False",221,233
"CP_Not_Sure",6844,1582
"design",132,0.4
"G_Pilot_True",779,41
"G_Pilot_False",133,68
"G_Not_Sure",7929,1050
"CP_Pilot_True",1848,114
"CP_Pilot_False",319,157
"CP_Not_Sure",6674,888
"design",162,0.4
"G_Pilot_True",8,2
"G_Pilot_False",66,211
"G_Not_Sure",5503,4210
"CP_Pilot_True",135,68
"CP_Pilot_False",104,319
"CP_Not_Sure",5338,4036
"design",92,0.44
"G_Pilot_True",19,5
"G_Pilot_False",83,175
"G_Not_Sure",6186,3532
"CP_Pilot_True",259,103
"CP_Pilot_False",138,275
"CP_Not_Sure",5891,3334
"design",102,0.44
"G_Pilot_True",72,14
"G_Pilot_False",90,157
"G_Not_Sure",7051,2616
"CP_Pilot_True",581,118
"CP_Pilot_False",168,253
"CP_Not_Sure",6464,2416
"design",122,0.44
"G_Pilot_True",75,11
"G_Pilot_False",108,133
"G_Not_Sure",7477,2196
"CP_Pilot_True",663,124
"CP_Pilot_False",221,218
"CP_Not_Sure",6776,1998
"design",132,0.44
"G_Pilot_True",389,40
"G_Pilot_False",95,94
"G_Not_Sure",8055,1327
"CP_Pilot_True",1480,141
"CP_Pilot_False",239,197
"CP_Not_Sure",6820,1123
"design",162,0.44
"G_Pilot_True",2,4
"G_Pilot_False",91,256
"G_Not_Sure",4897,4750
"CP_Pilot_True",100,56
"CP_Pilot_False",112,358
"CP_Not_Sure",4778,4596
"design",92,0.48
"G_Pilot_True",8,5
"G_Pilot_False",75,212
"G_Not_Sure",5733,3967
"CP_Pilot_True",182,67
"CP_Pilot_False",123,301
"CP_Not_Sure",5511,3816
"design",102,0.48
"G_Pilot_True",26,7
"G_Pilot_False",93,150
"G_Not_Sure",6722,3002
"CP_Pilot_True",384,103
"CP_Pilot_False",154,252
"CP_Not_Sure",6303,2804
"design",122,0.48
"G_Pilot_True",55,8
"G_Pilot_False",81,163
"G_Not_Sure",7146,2547
"CP_Pilot_True",467,107
"CP_Pilot_False",168,251
"CP_Not_Sure",6647,2360
"design",132,0.48
"G_Pilot_True",217,32
"G_Pilot_False",99,113
"G_Not_Sure",7851,1688
"CP_Pilot_True",1240,160
"CP_Pilot_False",239,205
"CP_Not_Sure",6688,1468
"design",162,0.48
